path,duration,emotion,dataset
D:/Data/RAVDESS/Actor_05\03-01-06-01-01-02-05.wav,3.37,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-06-01-02-01-05.wav,3.136,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-06-01-02-02-05.wav,3.07,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-06-02-01-01-05.wav,3.237,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-06-02-01-02-05.wav,3.57,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-06-02-02-01-05.wav,3.237,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-06-02-02-02-05.wav,3.103,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-07-01-01-01-05.wav,4.338,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-07-01-01-02-05.wav,4.104,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-07-01-02-01-05.wav,3.904,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-07-01-02-02-05.wav,3.737,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-07-02-01-01-05.wav,4.338,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-07-02-01-02-05.wav,3.904,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-07-02-02-01-05.wav,4.271,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-07-02-02-02-05.wav,4.538,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-08-01-01-01-05.wav,3.737,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-08-01-01-02-05.wav,3.67,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-08-01-02-01-05.wav,3.07,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-08-01-02-02-05.wav,3.704,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-08-02-01-01-05.wav,4.137,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-08-02-01-02-05.wav,4.104,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-08-02-02-01-05.wav,3.67,disgust,RAVDESS
D:/Data/RAVDESS/Actor_05\03-01-08-02-02-02-05.wav,3.537,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-01-01-01-01-06.wav,3.337,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-01-01-01-02-06.wav,3.604,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-01-01-02-01-06.wav,3.403,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-01-01-02-02-06.wav,3.437,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-02-01-01-01-06.wav,4.037,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-02-01-01-02-06.wav,4.104,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-02-01-02-01-06.wav,3.971,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-02-01-02-02-06.wav,4.204,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-02-02-01-01-06.wav,4.505,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-02-02-01-02-06.wav,4.638,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-02-02-02-01-06.wav,4.338,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-02-02-02-02-06.wav,4.771,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-03-01-01-01-06.wav,3.537,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-03-01-01-02-06.wav,3.604,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-03-01-02-01-06.wav,3.47,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-03-01-02-02-06.wav,3.437,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-03-02-01-01-06.wav,3.503,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-03-02-01-02-06.wav,3.47,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-03-02-02-01-06.wav,3.57,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-03-02-02-02-06.wav,3.604,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-04-01-01-01-06.wav,3.57,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-04-01-01-02-06.wav,3.604,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-04-01-02-01-06.wav,3.47,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-04-01-02-02-06.wav,3.437,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-04-02-01-01-06.wav,4.204,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-04-02-01-02-06.wav,4.104,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-04-02-02-01-06.wav,4.605,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-04-02-02-02-06.wav,4.037,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-05-01-01-01-06.wav,3.77,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-05-01-01-02-06.wav,3.971,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-05-01-02-01-06.wav,4.204,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-05-01-02-02-06.wav,3.904,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-05-02-01-01-06.wav,4.104,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-05-02-01-02-06.wav,4.204,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-05-02-02-01-06.wav,4.438,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-05-02-02-02-06.wav,4.471,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-06-01-01-01-06.wav,3.637,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-06-01-01-02-06.wav,3.437,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-06-01-02-01-06.wav,3.57,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-06-01-02-02-06.wav,3.503,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-06-02-01-01-06.wav,3.637,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-06-02-01-02-06.wav,3.604,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-06-02-02-01-06.wav,3.737,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-06-02-02-02-06.wav,3.737,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-07-01-01-01-06.wav,3.503,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-07-01-01-02-06.wav,4.271,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-07-01-02-01-06.wav,3.737,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-07-01-02-02-06.wav,3.937,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-07-02-01-01-06.wav,4.304,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-07-02-01-02-06.wav,3.937,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-07-02-02-01-06.wav,4.037,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-07-02-02-02-06.wav,3.971,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-08-01-01-01-06.wav,3.237,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-08-01-01-02-06.wav,3.237,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-08-01-02-01-06.wav,3.203,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-08-01-02-02-06.wav,3.136,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-08-02-01-01-06.wav,3.237,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-08-02-01-02-06.wav,3.37,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-08-02-02-01-06.wav,3.303,disgust,RAVDESS
D:/Data/RAVDESS/Actor_06\03-01-08-02-02-02-06.wav,3.203,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-01-01-01-01-07.wav,3.904,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-01-01-01-02-07.wav,3.804,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-01-01-02-01-07.wav,4.137,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-01-01-02-02-07.wav,3.737,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-02-01-01-01-07.wav,3.47,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-02-01-01-02-07.wav,3.737,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-02-01-02-01-07.wav,3.503,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-02-01-02-02-07.wav,3.537,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-02-02-01-01-07.wav,4.004,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-02-02-01-02-07.wav,3.871,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-02-02-02-01-07.wav,4.271,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-02-02-02-02-07.wav,4.104,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-03-01-01-01-07.wav,3.503,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-03-01-01-02-07.wav,3.47,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-03-01-02-01-07.wav,3.403,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-03-01-02-02-07.wav,3.403,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-03-02-01-01-07.wav,4.104,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-03-02-01-02-07.wav,4.037,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-03-02-02-01-07.wav,4.037,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-03-02-02-02-07.wav,3.837,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-04-01-01-01-07.wav,3.537,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-04-01-01-02-07.wav,3.604,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-04-01-02-01-07.wav,3.537,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-04-01-02-02-07.wav,3.871,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-04-02-01-01-07.wav,3.937,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-04-02-01-02-07.wav,3.837,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-04-02-02-01-07.wav,3.637,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-04-02-02-02-07.wav,3.837,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-05-01-01-01-07.wav,4.004,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-05-01-01-02-07.wav,3.971,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-05-01-02-01-07.wav,4.004,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-05-01-02-02-07.wav,4.004,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-05-02-01-01-07.wav,3.604,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-05-02-01-02-07.wav,4.004,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-05-02-02-01-07.wav,3.837,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-05-02-02-02-07.wav,4.338,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-06-01-01-01-07.wav,3.437,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-06-01-01-02-07.wav,3.503,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-06-01-02-01-07.wav,3.437,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-06-01-02-02-07.wav,3.37,disgust,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-06-02-01-01-07.wav,3.637,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-06-02-01-02-07.wav,3.47,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-06-02-02-01-07.wav,3.403,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-06-02-02-02-07.wav,3.503,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-07-01-01-01-07.wav,3.537,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-07-01-01-02-07.wav,3.503,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-07-01-02-01-07.wav,3.437,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-07-01-02-02-07.wav,3.537,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-07-02-01-01-07.wav,4.137,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-07-02-01-02-07.wav,4.404,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-07-02-02-01-07.wav,4.137,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-07-02-02-02-07.wav,4.771,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-08-01-01-01-07.wav,3.47,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-08-01-01-02-07.wav,3.537,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-08-01-02-01-07.wav,3.437,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-08-01-02-02-07.wav,3.437,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-08-02-01-01-07.wav,3.871,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-08-02-01-02-07.wav,3.637,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-08-02-02-01-07.wav,3.437,fear,RAVDESS
D:/Data/RAVDESS/Actor_07\03-01-08-02-02-02-07.wav,3.47,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-01-01-01-01-08.wav,3.503,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-01-01-01-02-08.wav,3.637,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-01-01-02-01-08.wav,3.537,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-01-01-02-02-08.wav,3.503,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-02-01-01-01-08.wav,3.604,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-02-01-01-02-08.wav,3.403,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-02-01-02-01-08.wav,3.47,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-02-01-02-02-08.wav,3.47,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-02-02-01-01-08.wav,3.637,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-02-02-01-02-08.wav,3.737,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-02-02-02-01-08.wav,3.67,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-02-02-02-02-08.wav,3.804,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-03-01-01-01-08.wav,3.503,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-03-01-01-02-08.wav,3.437,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-03-01-02-01-08.wav,3.47,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-03-01-02-02-08.wav,3.437,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-03-02-01-01-08.wav,3.77,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-03-02-01-02-08.wav,3.904,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-03-02-02-01-08.wav,3.837,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-03-02-02-02-08.wav,3.937,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-04-01-01-01-08.wav,4.204,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-04-01-01-02-08.wav,3.871,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-04-01-02-01-08.wav,3.57,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-04-01-02-02-08.wav,3.604,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-04-02-01-01-08.wav,3.77,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-04-02-01-02-08.wav,3.937,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-04-02-02-01-08.wav,3.67,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-04-02-02-02-08.wav,3.704,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-05-01-01-01-08.wav,3.704,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-05-01-01-02-08.wav,3.604,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-05-01-02-01-08.wav,3.537,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-05-01-02-02-08.wav,3.57,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-05-02-01-01-08.wav,3.971,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-05-02-01-02-08.wav,3.77,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-05-02-02-01-08.wav,3.604,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-05-02-02-02-08.wav,3.637,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-06-01-01-01-08.wav,3.971,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-06-01-01-02-08.wav,3.67,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-06-01-02-01-08.wav,3.77,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-06-01-02-02-08.wav,3.67,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-06-02-01-01-08.wav,3.971,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-06-02-01-02-08.wav,3.904,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-06-02-02-01-08.wav,3.871,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-06-02-02-02-08.wav,3.937,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-07-01-01-01-08.wav,3.904,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-07-01-01-02-08.wav,3.67,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-07-01-02-01-08.wav,3.937,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-07-01-02-02-08.wav,3.837,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-07-02-01-01-08.wav,4.071,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-07-02-01-02-08.wav,3.77,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-07-02-02-01-08.wav,3.737,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-07-02-02-02-08.wav,3.871,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-08-01-01-01-08.wav,3.704,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-08-01-01-02-08.wav,3.804,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-08-01-02-01-08.wav,3.77,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-08-01-02-02-08.wav,3.537,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-08-02-01-01-08.wav,3.837,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-08-02-01-02-08.wav,3.704,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-08-02-02-01-08.wav,3.804,fear,RAVDESS
D:/Data/RAVDESS/Actor_08\03-01-08-02-02-02-08.wav,3.871,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-01-01-01-01-09.wav,3.27,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-01-01-01-02-09.wav,3.203,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-01-01-02-01-09.wav,3.337,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-01-01-02-02-09.wav,3.237,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-02-01-01-01-09.wav,3.337,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-02-01-01-02-09.wav,3.337,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-02-01-02-01-09.wav,3.47,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-02-01-02-02-09.wav,3.57,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-02-02-01-01-09.wav,3.337,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-02-02-01-02-09.wav,3.437,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-02-02-02-01-09.wav,3.804,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-02-02-02-02-09.wav,3.637,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-03-01-01-01-09.wav,3.337,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-03-01-01-02-09.wav,3.537,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-03-01-02-01-09.wav,3.303,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-03-01-02-02-09.wav,3.47,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-03-02-01-01-09.wav,3.77,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-03-02-01-02-09.wav,4.171,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-03-02-02-01-09.wav,3.57,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-03-02-02-02-09.wav,3.57,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-04-01-01-01-09.wav,3.27,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-04-01-01-02-09.wav,3.437,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-04-01-02-01-09.wav,3.403,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-04-01-02-02-09.wav,3.403,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-04-02-01-01-09.wav,3.937,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-04-02-01-02-09.wav,3.904,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-04-02-02-01-09.wav,3.637,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-04-02-02-02-09.wav,3.871,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-05-01-01-01-09.wav,3.57,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-05-01-01-02-09.wav,3.57,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-05-01-02-01-09.wav,3.737,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-05-01-02-02-09.wav,3.537,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-05-02-01-01-09.wav,3.804,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-05-02-01-02-09.wav,3.77,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-05-02-02-01-09.wav,4.371,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-05-02-02-02-09.wav,3.971,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-06-01-01-01-09.wav,3.17,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-06-01-01-02-09.wav,3.17,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-06-01-02-01-09.wav,3.136,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-06-01-02-02-09.wav,3.136,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-06-02-01-01-09.wav,3.237,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-06-02-01-02-09.wav,3.27,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-06-02-02-01-09.wav,3.237,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-06-02-02-02-09.wav,3.237,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-07-01-01-01-09.wav,3.403,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-07-01-01-02-09.wav,3.503,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-07-01-02-01-09.wav,3.47,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-07-01-02-02-09.wav,3.403,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-07-02-01-01-09.wav,3.637,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-07-02-01-02-09.wav,3.537,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-07-02-02-01-09.wav,3.57,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-07-02-02-02-09.wav,3.604,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-08-01-01-01-09.wav,3.07,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-08-01-01-02-09.wav,3.337,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-08-01-02-01-09.wav,3.437,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-08-01-02-02-09.wav,3.437,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-08-02-01-01-09.wav,3.303,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-08-02-01-02-09.wav,3.27,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-08-02-02-01-09.wav,3.403,fear,RAVDESS
D:/Data/RAVDESS/Actor_09\03-01-08-02-02-02-09.wav,3.437,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-01-01-01-01-10.wav,3.537,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-01-01-01-02-10.wav,3.837,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-01-01-02-01-10.wav,3.737,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-01-01-02-02-10.wav,3.67,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-02-01-01-01-10.wav,3.57,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-02-01-01-02-10.wav,3.604,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-02-01-02-01-10.wav,3.637,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-02-01-02-02-10.wav,3.704,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-02-02-01-01-10.wav,3.737,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-02-02-01-02-10.wav,3.737,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-02-02-02-01-10.wav,3.804,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-02-02-02-02-10.wav,3.837,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-03-01-01-01-10.wav,3.503,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-03-01-01-02-10.wav,3.47,fear,RAVDESS
