path,duration,emotion,dataset
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_good_fear.wav,1.481,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_goose_fear.wav,1.597,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_gun_fear.wav,1.681,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_half_fear.wav,1.656,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_hall_fear.wav,1.391,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_hash_fear.wav,1.829,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_hate_fear.wav,1.497,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_have_fear.wav,1.493,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_haze_fear.wav,1.584,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_hire_fear.wav,1.661,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_hit_fear.wav,1.595,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_hole_fear.wav,1.446,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_home_fear.wav,1.561,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_hurl_fear.wav,1.393,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_hush_fear.wav,1.543,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_jail_fear.wav,1.729,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_jar_fear.wav,1.657,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_join_fear.wav,1.516,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_judge_fear.wav,1.423,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_jug_fear.wav,1.827,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_juice_fear.wav,1.634,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_keen_fear.wav,1.6,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_keep_fear.wav,1.676,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_keg_fear.wav,1.631,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_kick_fear.wav,1.425,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_kill_fear.wav,1.507,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_king_fear.wav,1.609,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_kite_fear.wav,1.461,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_knock_fear.wav,1.539,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_late_fear.wav,1.825,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_laud_fear.wav,1.529,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_lean_fear.wav,1.487,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_learn_fear.wav,1.699,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_lease_fear.wav,1.594,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_lid_fear.wav,1.583,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_life_fear.wav,1.809,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_limb_fear.wav,1.465,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_live_fear.wav,1.621,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_loaf_fear.wav,1.709,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_long_fear.wav,1.496,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_lore_fear.wav,1.674,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_lose_fear.wav,1.446,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_lot_fear.wav,1.545,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_love_fear.wav,1.541,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_luck_fear.wav,1.62,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_make_fear.wav,1.56,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_match_fear.wav,1.642,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_merge_fear.wav,1.684,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_mess_fear.wav,1.702,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_met_fear.wav,1.483,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_mill_fear.wav,1.498,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_mob_fear.wav,1.568,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_mode_fear.wav,1.564,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_mood_fear.wav,1.387,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_moon_fear.wav,1.537,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_mop_fear.wav,1.577,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_mouse_fear.wav,1.594,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_nag_fear.wav,1.713,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_name_fear.wav,1.533,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_near_fear.wav,1.405,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_neat_fear.wav,1.499,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_nice_fear.wav,1.772,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_note_fear.wav,1.474,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_numb_fear.wav,1.561,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_pad_fear.wav,1.505,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_page_fear.wav,1.692,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_pain_fear.wav,1.738,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_pass_fear.wav,1.528,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_pearl_fear.wav,1.548,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_peg_fear.wav,1.512,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_perch_fear.wav,1.581,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_phone_fear.wav,1.558,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_pick_fear.wav,1.541,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_pike_fear.wav,1.561,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_pole_fear.wav,1.986,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_pool_fear.wav,1.518,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_puff_fear.wav,1.581,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_rag_fear.wav,1.573,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_raid_fear.wav,1.559,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_rain_fear.wav,1.615,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_raise_fear.wav,1.583,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_rat_fear.wav,1.65,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_reach_fear.wav,1.706,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_read_fear.wav,1.729,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_red_fear.wav,1.454,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_ring_fear.wav,1.624,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_ripe_fear.wav,1.556,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_road_fear.wav,1.671,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_room_fear.wav,1.586,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_rose_fear.wav,1.571,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_rot_fear.wav,1.73,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_rough_fear.wav,1.62,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_rush_fear.wav,1.634,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_said_fear.wav,1.587,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_sail_fear.wav,1.557,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_search_fear.wav,1.895,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_seize_fear.wav,1.73,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_sell_fear.wav,1.564,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_shack_fear.wav,1.66,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_shall_fear.wav,1.883,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_shawl_fear.wav,1.634,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_sheep_fear.wav,1.77,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_shirt_fear.wav,1.297,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_should_fear.wav,1.488,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_shout_fear.wav,1.639,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_size_fear.wav,1.765,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_soap_fear.wav,1.71,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_soup_fear.wav,1.791,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_sour_fear.wav,1.566,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_south_fear.wav,1.738,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_sub_fear.wav,1.607,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_such_fear.wav,1.468,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_sure_fear.wav,1.54,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_take_fear.wav,1.605,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_talk_fear.wav,1.695,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_tape_fear.wav,1.54,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_team_fear.wav,1.647,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_tell_fear.wav,1.708,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_thin_fear.wav,1.609,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_third_fear.wav,1.607,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_thought_fear.wav,1.651,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_thumb_fear.wav,1.462,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_time_fear.wav,1.514,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_tip_fear.wav,1.716,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_tire_fear.wav,1.548,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_ton_fear.wav,1.667,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_tool_fear.wav,1.694,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_tough_fear.wav,1.664,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_turn_fear.wav,1.772,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_vine_fear.wav,1.68,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_voice_fear.wav,1.804,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_void_fear.wav,1.721,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_vote_fear.wav,1.587,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_wag_fear.wav,1.672,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_walk_fear.wav,2.018,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_wash_fear.wav,1.541,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_week_fear.wav,1.584,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_wheat_fear.wav,1.367,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_when_fear.wav,1.642,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_which_fear.wav,1.711,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_whip_fear.wav,1.574,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_white_fear.wav,1.602,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_wife_fear.wav,1.532,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_wire_fear.wav,1.703,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_witch_fear.wav,1.782,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_yearn_fear.wav,1.395,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_yes_fear.wav,1.589,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_young_fear.wav,1.557,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_youth_fear.wav,1.756,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_back_happy.wav,2.001,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_bar_happy.wav,2.0,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_base_happy.wav,2.033,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_bath_happy.wav,2.035,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_bean_happy.wav,1.874,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_beg_happy.wav,2.012,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_bite_happy.wav,1.742,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_boat_happy.wav,1.631,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_bone_happy.wav,2.089,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_book_happy.wav,1.898,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_bought_happy.wav,1.795,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_burn_happy.wav,1.898,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_cab_happy.wav,1.999,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_calm_happy.wav,2.038,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_came_happy.wav,2.049,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_cause_happy.wav,2.151,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_chain_happy.wav,2.019,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_chair_happy.wav,2.085,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_chalk_happy.wav,1.841,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_chat_happy.wav,1.792,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_check_happy.wav,2.039,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_cheek_happy.wav,2.024,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_chief_happy.wav,1.998,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_choice_happy.wav,1.943,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_cool_happy.wav,2.067,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_dab_happy.wav,1.89,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_date_happy.wav,2.131,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_dead_happy.wav,1.931,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_death_happy.wav,1.841,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_deep_happy.wav,1.866,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_dime_happy.wav,1.894,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_dip_happy.wav,2.052,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_ditch_happy.wav,2.054,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_dodge_happy.wav,2.159,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_dog_happy.wav,2.053,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_doll_happy.wav,1.966,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_door_happy.wav,1.957,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_fail_happy.wav,1.975,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_fall_happy.wav,1.979,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_far_happy.wav,2.038,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_fat_happy.wav,1.82,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_fit_happy.wav,1.858,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_five_happy.wav,2.093,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_food_happy.wav,2.085,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_gap_happy.wav,1.77,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_gas_happy.wav,2.194,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_gaze_happy.wav,2.087,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_germ_happy.wav,2.193,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_get_happy.wav,1.885,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_gin_happy.wav,1.923,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_goal_happy.wav,1.974,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_good_happy.wav,1.909,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_goose_happy.wav,1.825,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_gun_happy.wav,1.965,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_half_happy.wav,2.156,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_hall_happy.wav,2.036,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_hash_happy.wav,2.018,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_hate_happy.wav,1.777,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_have_happy.wav,2.08,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_haze_happy.wav,2.029,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_hire_happy.wav,1.962,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_hit_happy.wav,1.996,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_hole_happy.wav,2.029,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_home_happy.wav,1.822,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_hurl_happy.wav,1.889,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_hush_happy.wav,1.889,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_jail_happy.wav,1.791,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_jar_happy.wav,1.925,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_join_happy.wav,2.037,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_judge_happy.wav,2.108,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_jug_happy.wav,2.095,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_juice_happy.wav,2.092,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_keen_happy.wav,1.86,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_keep_happy.wav,1.906,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_keg_happy.wav,1.836,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_kick_happy.wav,2.195,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_kill_happy.wav,2.242,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_king_happy.wav,1.905,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_kite_happy.wav,1.864,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_knock_happy.wav,1.978,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_late_happy.wav,1.968,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_laud_happy.wav,1.874,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_lean_happy.wav,2.088,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_learn_happy.wav,1.925,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_lease_happy.wav,2.248,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_lid_happy.wav,2.013,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_life_happy.wav,1.979,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_limb_happy.wav,1.864,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_live_happy.wav,2.031,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_loaf_happy.wav,2.006,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_long_happy.wav,1.983,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_lore_happy.wav,2.087,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_lose_happy.wav,2.108,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_lot_happy.wav,1.926,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_love_happy.wav,2.066,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_luck_happy.wav,1.968,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_make_happy.wav,1.939,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_happy\OAF_match_happy.wav,2.065,happy,TESS
